event_id,shipment_id,event_type,event_timestamp,source_system
EVT00296_booked,SHP00296,booked,2026-04-03T00:00:00,dispatch_tms
EVT00296_pickup_confirmed,SHP00296,pickup_confirmed,2026-04-04T01:00:00,dispatch_tms
EVT00296_in_transit,SHP00296,in_transit,2026-04-05T02:00:00,dispatch_tms
EVT00296_delivered,SHP00296,delivered,2026-04-05T02:00:00,carrier_portal
EVT00297_booked,SHP00297,booked,2026-04-10T03:00:00,dispatch_tms
EVT00297_pickup_confirmed,SHP00297,pickup_confirmed,2026-04-11T04:00:00,dispatch_tms
EVT00297_in_transit,SHP00297,in_transit,2026-04-12T05:00:00,dispatch_tms
EVT00297_delivered,SHP00297,delivered,2026-04-13T06:00:00,carrier_portal
EVT00298_booked,SHP00298,booked,2026-04-17T06:00:00,dispatch_tms
EVT00298_pickup_confirmed,SHP00298,pickup_confirmed,2026-04-18T07:00:00,dispatch_tms
EVT00298_in_transit,SHP00298,in_transit,2026-04-19T08:00:00,dispatch_tms
EVT00298_delivered,SHP00298,delivered,2026-04-21T10:00:00,carrier_portal
EVT00299_booked,SHP00299,booked,2026-04-24T09:00:00,dispatch_tms
EVT00299_pickup_confirmed,SHP00299,pickup_confirmed,2026-04-25T10:00:00,dispatch_tms
EVT00299_in_transit,SHP00299,in_transit,2026-04-26T11:00:00,dispatch_tms
EVT00299_delivered,SHP00299,delivered,2026-04-29T14:00:00,carrier_portal
EVT00300_booked,SHP00300,booked,2026-05-01T12:00:00,dispatch_tms
EVT00300_pickup_confirmed,SHP00300,pickup_confirmed,2026-05-02T13:00:00,dispatch_tms
EVT00300_in_transit,SHP00300,in_transit,2026-05-03T14:00:00,dispatch_tms
EVT00300_delivered,SHP00300,delivered,2026-05-03T14:00:00,carrier_portal
EVT00301_booked,SHP00301,booked,2026-05-08T15:00:00,dispatch_tms
EVT00301_pickup_confirmed,SHP00301,pickup_confirmed,2026-05-09T16:00:00,dispatch_tms
EVT00301_in_transit,SHP00301,in_transit,2026-05-10T17:00:00,dispatch_tms
EVT00301_delivered,SHP00301,delivered,2026-05-11T18:00:00,carrier_portal
EVT00302_booked,SHP00302,booked,2026-05-15T18:00:00,dispatch_tms
EVT00302_pickup_confirmed,SHP00302,pickup_confirmed,2026-05-16T19:00:00,dispatch_tms
EVT00302_in_transit,SHP00302,in_transit,2026-05-17T20:00:00,dispatch_tms
EVT00302_delivered,SHP00302,delivered,2026-05-19T22:00:00,carrier_portal
EVT00303_booked,SHP00303,booked,2026-05-22T21:00:00,dispatch_tms
EVT00303_pickup_confirmed,SHP00303,pickup_confirmed,2026-05-23T22:00:00,dispatch_tms
EVT00303_in_transit,SHP00303,in_transit,2026-05-24T23:00:00,dispatch_tms
EVT00303_delivered,SHP00303,delivered,2026-05-27T02:00:00,carrier_portal
EVT00304_booked,SHP00304,booked,2026-05-29T00:00:00,dispatch_tms
EVT00304_pickup_confirmed,SHP00304,pickup_confirmed,2026-05-30T01:00:00,dispatch_tms
EVT00304_in_transit,SHP00304,in_transit,2026-05-31T02:00:00,dispatch_tms
EVT00304_delivered,SHP00304,delivered,2026-05-31T02:00:00,carrier_portal
EVT00305_booked,SHP00305,booked,2026-06-05T03:00:00,dispatch_tms
EVT00305_pickup_confirmed,SHP00305,pickup_confirmed,2026-06-06T04:00:00,dispatch_tms
EVT00305_in_transit,SHP00305,in_transit,2026-06-07T05:00:00,dispatch_tms
EVT00305_delivered,SHP00305,delivered,2026-06-08T06:00:00,carrier_portal
EVT00306_booked,SHP00306,booked,2026-06-12T06:00:00,dispatch_tms
EVT00306_pickup_confirmed,SHP00306,pickup_confirmed,2026-06-13T07:00:00,dispatch_tms
EVT00306_in_transit,SHP00306,in_transit,2026-06-14T08:00:00,dispatch_tms
EVT00306_delivered,SHP00306,delivered,2026-06-16T10:00:00,carrier_portal
EVT00307_booked,SHP00307,booked,2026-06-19T09:00:00,dispatch_tms
EVT00307_pickup_confirmed,SHP00307,pickup_confirmed,2026-06-20T10:00:00,dispatch_tms
EVT00307_in_transit,SHP00307,in_transit,2026-06-21T11:00:00,dispatch_tms
EVT00307_delivered,SHP00307,delivered,2026-06-24T14:00:00,carrier_portal
EVT00308_booked,SHP00308,booked,2026-06-26T12:00:00,dispatch_tms
EVT00308_pickup_confirmed,SHP00308,pickup_confirmed,2026-06-27T13:00:00,dispatch_tms
EVT00308_in_transit,SHP00308,in_transit,2026-06-28T14:00:00,dispatch_tms
EVT00308_delivered,SHP00308,delivered,2026-06-28T14:00:00,carrier_portal
EVT00309_booked,SHP00309,booked,2026-01-04T15:00:00,dispatch_tms
EVT00309_pickup_confirmed,SHP00309,pickup_confirmed,2026-01-05T16:00:00,dispatch_tms
EVT00309_in_transit,SHP00309,in_transit,2026-01-06T17:00:00,dispatch_tms
EVT00309_delivered,SHP00309,delivered,2026-01-07T18:00:00,carrier_portal
EVT00310_booked,SHP00310,booked,2026-01-11T18:00:00,dispatch_tms
EVT00310_pickup_confirmed,SHP00310,pickup_confirmed,2026-01-12T19:00:00,dispatch_tms
EVT00310_in_transit,SHP00310,in_transit,2026-01-13T20:00:00,dispatch_tms
EVT00310_delivered,SHP00310,delivered,2026-01-15T22:00:00,carrier_portal
EVT00311_booked,SHP00311,booked,2026-01-18T21:00:00,dispatch_tms
EVT00311_pickup_confirmed,SHP00311,pickup_confirmed,2026-01-19T22:00:00,dispatch_tms
EVT00311_in_transit,SHP00311,in_transit,2026-01-20T23:00:00,dispatch_tms
EVT00311_delivered,SHP00311,delivered,2026-01-23T02:00:00,carrier_portal
EVT00312_booked,SHP00312,booked,2026-01-25T00:00:00,dispatch_tms
EVT00312_pickup_confirmed,SHP00312,pickup_confirmed,2026-01-26T01:00:00,dispatch_tms
EVT00312_in_transit,SHP00312,in_transit,2026-01-27T02:00:00,dispatch_tms
EVT00312_delivered,SHP00312,delivered,2026-01-27T02:00:00,carrier_portal
EVT00313_booked,SHP00313,booked,2026-02-01T03:00:00,dispatch_tms
EVT00313_pickup_confirmed,SHP00313,pickup_confirmed,2026-02-02T04:00:00,dispatch_tms
EVT00313_in_transit,SHP00313,in_transit,2026-02-03T05:00:00,dispatch_tms
EVT00313_delivered,SHP00313,delivered,2026-02-04T06:00:00,carrier_portal
EVT00314_booked,SHP00314,booked,2026-02-08T06:00:00,dispatch_tms
EVT00314_pickup_confirmed,SHP00314,pickup_confirmed,2026-02-09T07:00:00,dispatch_tms
EVT00314_in_transit,SHP00314,in_transit,2026-02-10T08:00:00,dispatch_tms
EVT00314_delivered,SHP00314,delivered,2026-02-13T11:00:00,carrier_portal
EVT00315_booked,SHP00315,booked,2026-02-15T09:00:00,dispatch_tms
EVT00315_pickup_confirmed,SHP00315,pickup_confirmed,2026-02-16T10:00:00,dispatch_tms
EVT00315_in_transit,SHP00315,in_transit,2026-02-17T11:00:00,dispatch_tms
EVT00315_delivered,SHP00315,delivered,2026-02-20T14:00:00,carrier_portal
EVT00316_booked,SHP00316,booked,2026-02-22T12:00:00,dispatch_tms
EVT00316_pickup_confirmed,SHP00316,pickup_confirmed,2026-02-23T13:00:00,dispatch_tms
EVT00316_in_transit,SHP00316,in_transit,2026-02-24T14:00:00,dispatch_tms
EVT00316_delivered,SHP00316,delivered,2026-02-24T14:00:00,carrier_portal
EVT00317_booked,SHP00317,booked,2026-03-01T15:00:00,dispatch_tms
EVT00317_pickup_confirmed,SHP00317,pickup_confirmed,2026-03-02T16:00:00,dispatch_tms
EVT00317_in_transit,SHP00317,in_transit,2026-03-03T17:00:00,dispatch_tms
EVT00317_delivered,SHP00317,delivered,2026-03-04T18:00:00,carrier_portal
EVT00318_booked,SHP00318,booked,2026-03-08T18:00:00,dispatch_tms
EVT00318_pickup_confirmed,SHP00318,pickup_confirmed,2026-03-09T19:00:00,dispatch_tms
EVT00318_in_transit,SHP00318,in_transit,2026-03-10T20:00:00,dispatch_tms
EVT00318_delivered,SHP00318,delivered,2026-03-12T22:00:00,carrier_portal
EVT00319_booked,SHP00319,booked,2026-03-15T21:00:00,dispatch_tms
EVT00319_pickup_confirmed,SHP00319,pickup_confirmed,2026-03-16T22:00:00,dispatch_tms
EVT00319_in_transit,SHP00319,in_transit,2026-03-17T23:00:00,dispatch_tms
EVT00319_delivered,SHP00319,delivered,2026-03-20T02:00:00,carrier_portal
EVT00320_booked,SHP00320,booked,2026-03-22T00:00:00,dispatch_tms
EVT00320_pickup_confirmed,SHP00320,pickup_confirmed,2026-03-23T01:00:00,dispatch_tms
EVT00320_in_transit,SHP00320,in_transit,2026-03-24T02:00:00,dispatch_tms
EVT00320_delivered,SHP00320,delivered,2026-03-24T02:00:00,carrier_portal
EVT00321_booked,SHP00321,booked,2026-03-29T03:00:00,dispatch_tms
EVT00321_pickup_confirmed,SHP00321,pickup_confirmed,2026-03-30T04:00:00,dispatch_tms
EVT00321_in_transit,SHP00321,in_transit,2026-03-31T05:00:00,dispatch_tms
EVT00321_delivered,SHP00321,delivered,2026-04-02T07:00:00,carrier_portal
EVT00322_booked,SHP00322,booked,2026-04-05T06:00:00,dispatch_tms
EVT00322_pickup_confirmed,SHP00322,pickup_confirmed,2026-04-06T07:00:00,dispatch_tms
EVT00322_in_transit,SHP00322,in_transit,2026-04-07T08:00:00,dispatch_tms
EVT00322_delivered,SHP00322,delivered,2026-04-09T10:00:00,carrier_portal
EVT00323_booked,SHP00323,booked,2026-04-12T09:00:00,dispatch_tms
EVT00323_pickup_confirmed,SHP00323,pickup_confirmed,2026-04-13T10:00:00,dispatch_tms
EVT00323_in_transit,SHP00323,in_transit,2026-04-14T11:00:00,dispatch_tms
EVT00323_delivered,SHP00323,delivered,2026-04-17T14:00:00,carrier_portal
EVT00324_booked,SHP00324,booked,2026-04-19T12:00:00,dispatch_tms
EVT00324_pickup_confirmed,SHP00324,pickup_confirmed,2026-04-20T13:00:00,dispatch_tms
EVT00324_in_transit,SHP00324,in_transit,2026-04-21T14:00:00,dispatch_tms
EVT00324_delivered,SHP00324,delivered,2026-04-22T15:00:00,carrier_portal
EVT00325_booked,SHP00325,booked,2026-04-26T15:00:00,dispatch_tms
EVT00325_pickup_confirmed,SHP00325,pickup_confirmed,2026-04-27T16:00:00,dispatch_tms
EVT00325_in_transit,SHP00325,in_transit,2026-04-28T17:00:00,dispatch_tms
EVT00325_delivered,SHP00325,delivered,2026-04-29T18:00:00,carrier_portal
EVT00326_booked,SHP00326,booked,2026-05-03T18:00:00,dispatch_tms
EVT00326_pickup_confirmed,SHP00326,pickup_confirmed,2026-05-04T19:00:00,dispatch_tms
EVT00326_in_transit,SHP00326,in_transit,2026-05-05T20:00:00,dispatch_tms
EVT00326_delivered,SHP00326,delivered,2026-05-07T22:00:00,carrier_portal
EVT00327_booked,SHP00327,booked,2026-05-10T21:00:00,dispatch_tms
EVT00327_pickup_confirmed,SHP00327,pickup_confirmed,2026-05-11T22:00:00,dispatch_tms
EVT00327_in_transit,SHP00327,in_transit,2026-05-12T23:00:00,dispatch_tms
EVT00327_delivered,SHP00327,delivered,2026-05-15T02:00:00,carrier_portal
EVT00328_booked,SHP00328,booked,2026-05-17T00:00:00,dispatch_tms
EVT00328_pickup_confirmed,SHP00328,pickup_confirmed,2026-05-18T01:00:00,dispatch_tms
EVT00328_in_transit,SHP00328,in_transit,2026-05-19T02:00:00,dispatch_tms
EVT00328_delivered,SHP00328,delivered,2026-05-19T02:00:00,carrier_portal
EVT00329_booked,SHP00329,booked,2026-05-24T03:00:00,dispatch_tms
EVT00329_pickup_confirmed,SHP00329,pickup_confirmed,2026-05-25T04:00:00,dispatch_tms
EVT00329_in_transit,SHP00329,in_transit,2026-05-26T05:00:00,dispatch_tms
EVT00329_delivered,SHP00329,delivered,2026-05-27T06:00:00,carrier_portal
EVT00330_booked,SHP00330,booked,2026-05-31T06:00:00,dispatch_tms
EVT00330_pickup_confirmed,SHP00330,pickup_confirmed,2026-06-01T07:00:00,dispatch_tms
EVT00330_in_transit,SHP00330,in_transit,2026-06-02T08:00:00,dispatch_tms
EVT00330_delivered,SHP00330,delivered,2026-06-04T10:00:00,carrier_portal
EVT00331_booked,SHP00331,booked,2026-06-07T09:00:00,dispatch_tms
EVT00331_pickup_confirmed,SHP00331,pickup_confirmed,2026-06-08T10:00:00,dispatch_tms
EVT00331_in_transit,SHP00331,in_transit,2026-06-09T11:00:00,dispatch_tms
EVT00331_delivered,SHP00331,delivered,2026-06-12T14:00:00,carrier_portal
EVT00332_booked,SHP00332,booked,2026-06-14T12:00:00,dispatch_tms
EVT00332_pickup_confirmed,SHP00332,pickup_confirmed,2026-06-15T13:00:00,dispatch_tms
EVT00332_in_transit,SHP00332,in_transit,2026-06-16T14:00:00,dispatch_tms
EVT00332_delivered,SHP00332,delivered,2026-06-16T14:00:00,carrier_portal
EVT00333_booked,SHP00333,booked,2026-06-21T15:00:00,dispatch_tms
EVT00333_pickup_confirmed,SHP00333,pickup_confirmed,2026-06-22T16:00:00,dispatch_tms
EVT00333_in_transit,SHP00333,in_transit,2026-06-23T17:00:00,dispatch_tms
EVT00333_delivered,SHP00333,delivered,2026-06-24T18:00:00,carrier_portal
EVT00334_booked,SHP00334,booked,2026-06-28T18:00:00,dispatch_tms
EVT00334_pickup_confirmed,SHP00334,pickup_confirmed,2026-06-29T19:00:00,dispatch_tms
EVT00334_in_transit,SHP00334,in_transit,2026-06-30T20:00:00,dispatch_tms
EVT00334_delivered,SHP00334,delivered,2026-07-02T22:00:00,carrier_portal
EVT00335_booked,SHP00335,booked,2026-01-06T21:00:00,dispatch_tms
EVT00335_pickup_confirmed,SHP00335,pickup_confirmed,2026-01-07T22:00:00,dispatch_tms
EVT00335_in_transit,SHP00335,in_transit,2026-01-08T23:00:00,dispatch_tms
EVT00335_delivered,SHP00335,delivered,2026-01-11T02:00:00,carrier_portal
EVT00336_booked,SHP00336,booked,2026-01-13T00:00:00,dispatch_tms
EVT00336_pickup_confirmed,SHP00336,pickup_confirmed,2026-01-14T01:00:00,dispatch_tms
EVT00336_in_transit,SHP00336,in_transit,2026-01-15T02:00:00,dispatch_tms
EVT00336_delivered,SHP00336,delivered,2026-01-15T02:00:00,carrier_portal
EVT00337_booked,SHP00337,booked,2026-01-20T03:00:00,dispatch_tms
EVT00337_pickup_confirmed,SHP00337,pickup_confirmed,2026-01-21T04:00:00,dispatch_tms
EVT00337_in_transit,SHP00337,in_transit,2026-01-22T05:00:00,dispatch_tms
EVT00337_delivered,SHP00337,delivered,2026-01-23T06:00:00,carrier_portal
EVT00338_booked,SHP00338,booked,2026-01-27T06:00:00,dispatch_tms
EVT00338_pickup_confirmed,SHP00338,pickup_confirmed,2026-01-28T07:00:00,dispatch_tms
EVT00338_in_transit,SHP00338,in_transit,2026-01-29T08:00:00,dispatch_tms
EVT00338_delivered,SHP00338,delivered,2026-01-31T10:00:00,carrier_portal
EVT00339_booked,SHP00339,booked,2026-02-03T09:00:00,dispatch_tms
EVT00339_pickup_confirmed,SHP00339,pickup_confirmed,2026-02-04T10:00:00,dispatch_tms
EVT00339_in_transit,SHP00339,in_transit,2026-02-05T11:00:00,dispatch_tms
EVT00339_delivered,SHP00339,delivered,2026-02-08T14:00:00,carrier_portal
EVT00340_booked,SHP00340,booked,2026-02-10T12:00:00,dispatch_tms
EVT00340_pickup_confirmed,SHP00340,pickup_confirmed,2026-02-11T13:00:00,dispatch_tms
EVT00340_in_transit,SHP00340,in_transit,2026-02-12T14:00:00,dispatch_tms
EVT00340_delivered,SHP00340,delivered,2026-02-12T14:00:00,carrier_portal
EVT00341_booked,SHP00341,booked,2026-02-17T15:00:00,dispatch_tms
EVT00341_pickup_confirmed,SHP00341,pickup_confirmed,2026-02-18T16:00:00,dispatch_tms
EVT00341_in_transit,SHP00341,in_transit,2026-02-19T17:00:00,dispatch_tms
EVT00341_delivered,SHP00341,delivered,2026-02-20T18:00:00,carrier_portal
EVT00342_booked,SHP00342,booked,2026-02-24T18:00:00,dispatch_tms
EVT00342_pickup_confirmed,SHP00342,pickup_confirmed,2026-02-25T19:00:00,dispatch_tms
EVT00342_in_transit,SHP00342,in_transit,2026-02-26T20:00:00,dispatch_tms
EVT00342_delivered,SHP00342,delivered,2026-02-28T22:00:00,carrier_portal
EVT00343_booked,SHP00343,booked,2026-03-03T21:00:00,dispatch_tms
EVT00343_pickup_confirmed,SHP00343,pickup_confirmed,2026-03-04T22:00:00,dispatch_tms
EVT00343_in_transit,SHP00343,in_transit,2026-03-05T23:00:00,dispatch_tms
EVT00343_delivered,SHP00343,delivered,2026-03-08T02:00:00,carrier_portal
EVT00344_booked,SHP00344,booked,2026-03-10T00:00:00,dispatch_tms
EVT00344_pickup_confirmed,SHP00344,pickup_confirmed,2026-03-11T01:00:00,dispatch_tms
EVT00344_in_transit,SHP00344,in_transit,2026-03-12T02:00:00,dispatch_tms
EVT00344_delivered,SHP00344,delivered,2026-03-13T03:00:00,carrier_portal
EVT00345_booked,SHP00345,booked,2026-03-17T03:00:00,dispatch_tms
EVT00345_pickup_confirmed,SHP00345,pickup_confirmed,2026-03-18T04:00:00,dispatch_tms
EVT00345_in_transit,SHP00345,in_transit,2026-03-19T05:00:00,dispatch_tms
EVT00345_delivered,SHP00345,delivered,2026-03-20T06:00:00,carrier_portal
EVT00346_booked,SHP00346,booked,2026-03-24T06:00:00,dispatch_tms
EVT00346_pickup_confirmed,SHP00346,pickup_confirmed,2026-03-25T07:00:00,dispatch_tms
EVT00346_in_transit,SHP00346,in_transit,2026-03-26T08:00:00,dispatch_tms
EVT00346_delivered,SHP00346,delivered,2026-03-28T10:00:00,carrier_portal
EVT00347_booked,SHP00347,booked,2026-03-31T09:00:00,dispatch_tms
EVT00347_pickup_confirmed,SHP00347,pickup_confirmed,2026-04-01T10:00:00,dispatch_tms
EVT00347_in_transit,SHP00347,in_transit,2026-04-02T11:00:00,dispatch_tms
EVT00347_delivered,SHP00347,delivered,2026-04-05T14:00:00,carrier_portal
EVT00348_booked,SHP00348,booked,2026-04-07T12:00:00,dispatch_tms
EVT00348_pickup_confirmed,SHP00348,pickup_confirmed,2026-04-08T13:00:00,dispatch_tms
EVT00348_in_transit,SHP00348,in_transit,2026-04-09T14:00:00,dispatch_tms
EVT00348_delivered,SHP00348,delivered,2026-04-09T14:00:00,carrier_portal
EVT00349_booked,SHP00349,booked,2026-04-14T15:00:00,dispatch_tms
EVT00349_pickup_confirmed,SHP00349,pickup_confirmed,2026-04-15T16:00:00,dispatch_tms
EVT00349_in_transit,SHP00349,in_transit,2026-04-16T17:00:00,dispatch_tms
EVT00349_delivered,SHP00349,delivered,2026-04-17T18:00:00,carrier_portal
EVT00350_booked,SHP00350,booked,2026-04-21T18:00:00,dispatch_tms
EVT00350_pickup_confirmed,SHP00350,pickup_confirmed,2026-04-22T19:00:00,dispatch_tms
EVT00350_in_transit,SHP00350,in_transit,2026-04-23T20:00:00,dispatch_tms
EVT00350_delivered,SHP00350,delivered,2026-04-25T22:00:00,carrier_portal
EVT00351_booked,SHP00351,booked,2026-04-28T21:00:00,dispatch_tms
EVT00351_pickup_confirmed,SHP00351,pickup_confirmed,2026-04-29T22:00:00,dispatch_tms
EVT00351_in_transit,SHP00351,in_transit,2026-04-30T23:00:00,dispatch_tms
EVT00351_delivered,SHP00351,delivered,2026-05-03T02:00:00,carrier_portal
EVT00352_booked,SHP00352,booked,2026-05-05T00:00:00,dispatch_tms
EVT00352_pickup_confirmed,SHP00352,pickup_confirmed,2026-05-06T01:00:00,dispatch_tms
EVT00352_in_transit,SHP00352,in_transit,2026-05-07T02:00:00,dispatch_tms
EVT00352_delivered,SHP00352,delivered,2026-05-07T02:00:00,carrier_portal
EVT00353_booked,SHP00353,booked,2026-05-12T03:00:00,dispatch_tms
EVT00353_pickup_confirmed,SHP00353,pickup_confirmed,2026-05-13T04:00:00,dispatch_tms
EVT00353_in_transit,SHP00353,in_transit,2026-05-14T05:00:00,dispatch_tms
EVT00353_delivered,SHP00353,delivered,2026-05-15T06:00:00,carrier_portal
EVT00354_booked,SHP00354,booked,2026-05-19T06:00:00,dispatch_tms
EVT00354_pickup_confirmed,SHP00354,pickup_confirmed,2026-05-20T07:00:00,dispatch_tms
EVT00354_in_transit,SHP00354,in_transit,2026-05-21T08:00:00,dispatch_tms
EVT00354_delivered,SHP00354,delivered,2026-05-23T10:00:00,carrier_portal
EVT00355_booked,SHP00355,booked,2026-05-26T09:00:00,dispatch_tms
EVT00355_pickup_confirmed,SHP00355,pickup_confirmed,2026-05-27T10:00:00,dispatch_tms
EVT00355_in_transit,SHP00355,in_transit,2026-05-28T11:00:00,dispatch_tms
EVT00355_delivered,SHP00355,delivered,2026-05-31T14:00:00,carrier_portal
EVT00356_booked,SHP00356,booked,2026-06-02T12:00:00,dispatch_tms
EVT00356_pickup_confirmed,SHP00356,pickup_confirmed,2026-06-03T13:00:00,dispatch_tms
EVT00356_in_transit,SHP00356,in_transit,2026-06-04T14:00:00,dispatch_tms
EVT00356_delivered,SHP00356,delivered,2026-06-04T14:00:00,carrier_portal
EVT00357_booked,SHP00357,booked,2026-06-09T15:00:00,dispatch_tms
EVT00357_pickup_confirmed,SHP00357,pickup_confirmed,2026-06-10T16:00:00,dispatch_tms
EVT00357_in_transit,SHP00357,in_transit,2026-06-11T17:00:00,dispatch_tms
EVT00357_delivered,SHP00357,delivered,2026-06-12T18:00:00,carrier_portal
EVT00358_booked,SHP00358,booked,2026-06-16T18:00:00,dispatch_tms
EVT00358_pickup_confirmed,SHP00358,pickup_confirmed,2026-06-17T19:00:00,dispatch_tms
EVT00358_in_transit,SHP00358,in_transit,2026-06-18T20:00:00,dispatch_tms
EVT00358_delivered,SHP00358,delivered,2026-06-20T22:00:00,carrier_portal
EVT00359_booked,SHP00359,booked,2026-06-23T21:00:00,dispatch_tms
EVT00359_pickup_confirmed,SHP00359,pickup_confirmed,2026-06-24T22:00:00,dispatch_tms
EVT00359_in_transit,SHP00359,in_transit,2026-06-25T23:00:00,dispatch_tms
EVT00359_delivered,SHP00359,delivered,2026-06-28T02:00:00,carrier_portal
EVT00360_booked,SHP00360,booked,2026-01-01T00:00:00,dispatch_tms
EVT00360_pickup_confirmed,SHP00360,pickup_confirmed,2026-01-02T01:00:00,dispatch_tms
EVT00360_in_transit,SHP00360,in_transit,2026-01-03T02:00:00,dispatch_tms
EVT00360_delivered,SHP00360,delivered,2026-01-03T02:00:00,carrier_portal
EVT00361_booked,SHP00361,booked,2026-01-08T03:00:00,dispatch_tms
EVT00361_pickup_confirmed,SHP00361,pickup_confirmed,2026-01-09T04:00:00,dispatch_tms
EVT00361_in_transit,SHP00361,in_transit,2026-01-10T05:00:00,dispatch_tms
EVT00361_delivered,SHP00361,delivered,2026-01-11T06:00:00,carrier_portal
EVT00362_booked,SHP00362,booked,2026-01-15T06:00:00,dispatch_tms
EVT00362_pickup_confirmed,SHP00362,pickup_confirmed,2026-01-16T07:00:00,dispatch_tms
EVT00362_in_transit,SHP00362,in_transit,2026-01-17T08:00:00,dispatch_tms
EVT00362_delivered,SHP00362,delivered,2026-01-19T10:00:00,carrier_portal
EVT00363_booked,SHP00363,booked,2026-01-22T09:00:00,dispatch_tms
EVT00363_pickup_confirmed,SHP00363,pickup_confirmed,2026-01-23T10:00:00,dispatch_tms
EVT00363_in_transit,SHP00363,in_transit,2026-01-24T11:00:00,dispatch_tms
EVT00363_delivered,SHP00363,delivered,2026-01-27T14:00:00,carrier_portal
EVT00364_booked,SHP00364,booked,2026-01-29T12:00:00,dispatch_tms
EVT00364_pickup_confirmed,SHP00364,pickup_confirmed,2026-01-30T13:00:00,dispatch_tms
EVT00364_in_transit,SHP00364,in_transit,2026-01-31T14:00:00,dispatch_tms
EVT00364_delivered,SHP00364,delivered,2026-01-31T14:00:00,carrier_portal
EVT00365_booked,SHP00365,booked,2026-02-05T15:00:00,dispatch_tms
EVT00365_pickup_confirmed,SHP00365,pickup_confirmed,2026-02-06T16:00:00,dispatch_tms
EVT00365_in_transit,SHP00365,in_transit,2026-02-07T17:00:00,dispatch_tms
EVT00365_delivered,SHP00365,delivered,2026-02-08T18:00:00,carrier_portal
EVT00366_booked,SHP00366,booked,2026-02-12T18:00:00,dispatch_tms
EVT00366_pickup_confirmed,SHP00366,pickup_confirmed,2026-02-13T19:00:00,dispatch_tms
EVT00366_in_transit,SHP00366,in_transit,2026-02-14T20:00:00,dispatch_tms
EVT00366_delivered,SHP00366,delivered,2026-02-16T22:00:00,carrier_portal
EVT00367_booked,SHP00367,booked,2026-02-19T21:00:00,dispatch_tms
EVT00367_pickup_confirmed,SHP00367,pickup_confirmed,2026-02-20T22:00:00,dispatch_tms
EVT00367_in_transit,SHP00367,in_transit,2026-02-21T23:00:00,dispatch_tms
EVT00367_delivered,SHP00367,delivered,2026-02-24T02:00:00,carrier_portal
EVT00368_booked,SHP00368,booked,2026-02-26T00:00:00,dispatch_tms
EVT00368_pickup_confirmed,SHP00368,pickup_confirmed,2026-02-27T01:00:00,dispatch_tms
EVT00368_in_transit,SHP00368,in_transit,2026-02-28T02:00:00,dispatch_tms
EVT00368_delivered,SHP00368,delivered,2026-02-28T02:00:00,carrier_portal
EVT00369_booked,SHP00369,booked,2026-03-05T03:00:00,dispatch_tms
EVT00369_pickup_confirmed,SHP00369,pickup_confirmed,2026-03-06T04:00:00,dispatch_tms
EVT00369_in_transit,SHP00369,in_transit,2026-03-07T05:00:00,dispatch_tms
EVT00369_delivered,SHP00369,delivered,2026-03-08T06:00:00,carrier_portal
EVT00370_booked,SHP00370,booked,2026-03-12T06:00:00,dispatch_tms
EVT00370_pickup_confirmed,SHP00370,pickup_confirmed,2026-03-13T07:00:00,dispatch_tms
EVT00370_in_transit,SHP00370,in_transit,2026-03-14T08:00:00,dispatch_tms
EVT00370_delivered,SHP00370,delivered,2026-03-16T10:00:00,carrier_portal
EVT00371_booked,SHP00371,booked,2026-03-19T09:00:00,dispatch_tms
EVT00371_pickup_confirmed,SHP00371,pickup_confirmed,2026-03-20T10:00:00,dispatch_tms
EVT00371_in_transit,SHP00371,in_transit,2026-03-21T11:00:00,dispatch_tms
EVT00371_delivered,SHP00371,delivered,2026-03-24T14:00:00,carrier_portal
EVT00372_booked,SHP00372,booked,2026-03-26T12:00:00,dispatch_tms
EVT00372_pickup_confirmed,SHP00372,pickup_confirmed,2026-03-27T13:00:00,dispatch_tms
EVT00372_in_transit,SHP00372,in_transit,2026-03-28T14:00:00,dispatch_tms
EVT00372_delivered,SHP00372,delivered,2026-03-28T14:00:00,carrier_portal
EVT00373_booked,SHP00373,booked,2026-04-02T15:00:00,dispatch_tms
EVT00373_pickup_confirmed,SHP00373,pickup_confirmed,2026-04-03T16:00:00,dispatch_tms
EVT00373_in_transit,SHP00373,in_transit,2026-04-04T17:00:00,dispatch_tms
EVT00373_delivered,SHP00373,delivered,2026-04-05T18:00:00,carrier_portal
EVT00374_booked,SHP00374,booked,2026-04-09T18:00:00,dispatch_tms
EVT00374_pickup_confirmed,SHP00374,pickup_confirmed,2026-04-10T19:00:00,dispatch_tms
EVT00374_in_transit,SHP00374,in_transit,2026-04-11T20:00:00,dispatch_tms
EVT00374_delivered,SHP00374,delivered,2026-04-13T22:00:00,carrier_portal
EVT00375_booked,SHP00375,booked,2026-04-16T21:00:00,dispatch_tms
EVT00375_pickup_confirmed,SHP00375,pickup_confirmed,2026-04-17T22:00:00,dispatch_tms
EVT00375_in_transit,SHP00375,in_transit,2026-04-18T23:00:00,dispatch_tms
EVT00375_delivered,SHP00375,delivered,2026-04-21T02:00:00,carrier_portal
EVT00376_booked,SHP00376,booked,2026-04-23T00:00:00,dispatch_tms
EVT00376_pickup_confirmed,SHP00376,pickup_confirmed,2026-04-24T01:00:00,dispatch_tms
EVT00376_in_transit,SHP00376,in_transit,2026-04-25T02:00:00,dispatch_tms
