shipment_id,booked_date,carrier_id,origin,destination,region,planned_delivery_date,actual_delivery_date,miles,linehaul_usd,eta_missing_flag,pod_missing_flag,on_time_flag
SHP00230,2026-06-20,CAR005,Phoenix,Los Angeles,West,2026-06-24,2026-06-24,371,867.67,0,0,1
SHP00231,2026-06-27,CAR001,Tucson,Las Vegas,West,2026-07-02,2026-07-02,414,881.44,0,0,1
SHP00232,2026-01-05,CAR002,Phoenix,Dallas,Southwest,2026-01-07,2026-01-07,1065,1947.14,0,0,1
SHP00233,2026-01-12,CAR003,Phoenix,Salt Lake City,West,2026-01-15,2026-01-15,664,1449.02,0,0,1
SHP00234,2026-01-19,CAR004,Scottsdale,Denver,Southwest,2026-01-23,2026-01-23,918,1795.9,0,0,1
SHP00235,2026-01-26,CAR005,Phoenix,Los Angeles,West,2026-01-31,2026-01-31,371,829.45,0,0,1
SHP00236,2026-02-02,CAR001,Tucson,Las Vegas,West,2026-02-04,2026-02-04,414,812.31,0,0,1
SHP00237,2026-02-09,CAR002,Phoenix,Dallas,Southwest,2026-02-12,2026-02-12,1065,1966.04,0,0,1
SHP00238,2026-02-16,CAR003,Phoenix,Salt Lake City,West,2026-02-20,2026-02-20,664,1324.21,0,0,1
SHP00239,2026-02-23,CAR004,Scottsdale,Denver,Southwest,2026-02-28,2026-02-28,918,1749.24,0,0,1
SHP00240,2026-03-02,CAR005,Phoenix,Los Angeles,West,2026-03-04,2026-03-04,371,689.87,0,0,1
SHP00241,2026-03-09,CAR001,Tucson,Las Vegas,West,2026-03-12,2026-03-12,414,938.18,0,0,1
SHP00242,2026-03-16,CAR002,Phoenix,Dallas,Southwest,2026-03-20,2026-03-20,1065,2476.15,0,0,1
SHP00243,2026-03-23,CAR003,Phoenix,Salt Lake City,West,2026-03-28,2026-03-28,664,1552.15,0,0,1
SHP00244,2026-03-30,CAR004,Scottsdale,Denver,Southwest,2026-04-01,2026-04-01,918,2201.5,0,0,1
SHP00245,2026-04-06,CAR005,Phoenix,Los Angeles,West,2026-04-09,2026-04-09,371,798.27,0,0,1
SHP00246,2026-04-13,CAR001,Tucson,Las Vegas,West,2026-04-17,2026-04-17,414,797.58,0,0,1
SHP00247,2026-04-20,CAR002,Phoenix,Dallas,Southwest,2026-04-25,2026-04-25,1065,2253.68,0,0,1
SHP00248,2026-04-27,CAR003,Phoenix,Salt Lake City,West,2026-04-29,2026-04-29,664,1275.35,0,0,1
SHP00249,2026-05-04,CAR004,Scottsdale,Denver,Southwest,2026-05-07,2026-05-07,918,2010.23,0,1,1
SHP00250,2026-05-11,CAR005,Phoenix,Los Angeles,West,2026-05-15,2026-05-15,371,727.55,0,0,1
SHP00251,2026-05-18,CAR001,Tucson,Las Vegas,West,2026-05-23,2026-05-23,414,874.72,0,0,1
SHP00252,2026-05-25,CAR002,Phoenix,Dallas,Southwest,2026-05-27,2026-05-28,1065,2072.16,0,0,0
SHP00253,2026-06-01,CAR003,Phoenix,Salt Lake City,West,2026-06-04,2026-06-04,664,1307.76,0,0,1
SHP00254,2026-06-08,CAR004,Scottsdale,Denver,Southwest,2026-06-12,2026-06-12,918,1848.28,0,0,1
SHP00255,2026-06-15,CAR005,Phoenix,Los Angeles,West,2026-06-20,2026-06-20,371,846.68,0,0,1
SHP00256,2026-06-22,CAR001,Tucson,Las Vegas,West,2026-06-24,2026-06-24,414,748.49,0,0,1
SHP00257,2026-06-29,CAR002,Phoenix,Dallas,Southwest,2026-07-02,2026-07-03,1065,2520.9,0,0,0
SHP00258,2026-01-07,CAR003,Phoenix,Salt Lake City,West,2026-01-11,2026-01-11,664,1571.81,0,0,1
SHP00259,2026-01-14,CAR004,Scottsdale,Denver,Southwest,2026-01-19,2026-01-20,918,1811.95,0,0,0
SHP00260,2026-01-21,CAR005,Phoenix,Los Angeles,West,2026-01-23,2026-01-23,371,776.24,0,0,1
SHP00261,2026-01-28,CAR001,Tucson,Las Vegas,West,2026-01-31,2026-01-31,414,838.92,0,0,1
SHP00262,2026-02-04,CAR002,Phoenix,Dallas,Southwest,2026-02-08,2026-02-08,1065,1966.2,0,0,1
SHP00263,2026-02-11,CAR003,Phoenix,Salt Lake City,West,2026-02-16,2026-02-16,664,1427.56,0,0,1
SHP00264,2026-02-18,CAR004,Scottsdale,Denver,Southwest,2026-02-20,2026-02-20,918,1693.61,0,0,1
SHP00265,2026-02-25,CAR005,Phoenix,Los Angeles,West,2026-02-28,2026-02-28,371,881.42,0,0,1
SHP00266,2026-03-04,CAR001,Tucson,Las Vegas,West,2026-03-08,2026-03-08,414,739.08,0,0,1
SHP00267,2026-03-11,CAR002,Phoenix,Dallas,Southwest,2026-03-16,2026-03-17,1065,2479.66,0,0,0
SHP00268,2026-03-18,CAR003,Phoenix,Salt Lake City,West,2026-03-20,2026-03-20,664,1416.02,1,0,1
SHP00269,2026-03-25,CAR004,Scottsdale,Denver,Southwest,2026-03-28,2026-03-28,918,2040.88,0,0,1
SHP00270,2026-04-01,CAR005,Phoenix,Los Angeles,West,2026-04-05,2026-04-05,371,754.87,0,0,1
SHP00271,2026-04-08,CAR001,Tucson,Las Vegas,West,2026-04-13,2026-04-13,414,825.53,0,0,1
SHP00272,2026-04-15,CAR002,Phoenix,Dallas,Southwest,2026-04-17,2026-04-17,1065,2108.95,0,0,1
SHP00273,2026-04-22,CAR003,Phoenix,Salt Lake City,West,2026-04-25,2026-04-25,664,1258.31,0,0,1
SHP00274,2026-04-29,CAR004,Scottsdale,Denver,Southwest,2026-05-03,2026-05-03,918,2057.51,0,0,1
SHP00275,2026-05-06,CAR005,Phoenix,Los Angeles,West,2026-05-11,2026-05-11,371,698.52,0,0,1
SHP00276,2026-05-13,CAR001,Tucson,Las Vegas,West,2026-05-15,2026-05-15,414,805.27,0,0,1
SHP00277,2026-05-20,CAR002,Phoenix,Dallas,Southwest,2026-05-23,2026-05-23,1065,2276.76,0,0,1
SHP00278,2026-05-27,CAR003,Phoenix,Salt Lake City,West,2026-05-31,2026-05-31,664,1432.87,0,0,1
SHP00279,2026-06-03,CAR004,Scottsdale,Denver,Southwest,2026-06-08,2026-06-08,918,1633.77,0,0,1
SHP00280,2026-06-10,CAR005,Phoenix,Los Angeles,West,2026-06-12,2026-06-12,371,812.46,0,0,1
SHP00281,2026-06-17,CAR001,Tucson,Las Vegas,West,2026-06-20,2026-06-20,414,815.25,0,0,1
SHP00282,2026-06-24,CAR002,Phoenix,Dallas,Southwest,2026-06-28,2026-06-28,1065,2002.19,0,0,1
SHP00283,2026-01-02,CAR003,Phoenix,Salt Lake City,West,2026-01-07,2026-01-07,664,1536.95,0,0,1
SHP00284,2026-01-09,CAR004,Scottsdale,Denver,Southwest,2026-01-11,2026-01-11,918,1776.34,0,0,1
SHP00285,2026-01-16,CAR005,Phoenix,Los Angeles,West,2026-01-19,2026-01-19,371,689.93,0,0,1
SHP00286,2026-01-23,CAR001,Tucson,Las Vegas,West,2026-01-27,2026-01-27,414,904.92,0,0,1
SHP00287,2026-01-30,CAR002,Phoenix,Dallas,Southwest,2026-02-04,2026-02-04,1065,2212.25,0,0,1
SHP00288,2026-02-06,CAR003,Phoenix,Salt Lake City,West,2026-02-08,2026-02-08,664,1408.7,0,0,1
SHP00289,2026-02-13,CAR004,Scottsdale,Denver,Southwest,2026-02-16,2026-02-16,918,1820.44,0,0,1
SHP00290,2026-02-20,CAR005,Phoenix,Los Angeles,West,2026-02-24,2026-02-24,371,783.41,0,0,1
SHP00291,2026-02-27,CAR001,Tucson,Las Vegas,West,2026-03-04,2026-03-04,414,901.48,0,0,1
SHP00292,2026-03-06,CAR002,Phoenix,Dallas,Southwest,2026-03-08,2026-03-09,1065,1977.37,0,0,0
SHP00293,2026-03-13,CAR003,Phoenix,Salt Lake City,West,2026-03-16,2026-03-16,664,1352.84,0,0,1
SHP00294,2026-03-20,CAR004,Scottsdale,Denver,Southwest,2026-03-24,2026-03-24,918,2163.15,0,0,1
SHP00295,2026-03-27,CAR005,Phoenix,Los Angeles,West,2026-04-01,2026-04-01,371,854.24,0,0,1
SHP00296,2026-04-03,CAR001,Tucson,Las Vegas,West,2026-04-05,2026-04-05,414,988.15,0,0,1
SHP00297,2026-04-10,CAR002,Phoenix,Dallas,Southwest,2026-04-13,2026-04-13,1065,2012.9,0,0,1
SHP00298,2026-04-17,CAR003,Phoenix,Salt Lake City,West,2026-04-21,2026-04-21,664,1379.36,0,0,1
SHP00299,2026-04-24,CAR004,Scottsdale,Denver,Southwest,2026-04-29,2026-04-29,918,1905.48,0,0,1
SHP00300,2026-05-01,CAR005,Phoenix,Los Angeles,West,2026-05-03,2026-05-03,371,654.4,0,0,1
SHP00301,2026-05-08,CAR001,Tucson,Las Vegas,West,2026-05-11,2026-05-11,414,770.86,0,0,1
SHP00302,2026-05-15,CAR002,Phoenix,Dallas,Southwest,2026-05-19,2026-05-19,1065,2216.35,0,0,1
SHP00303,2026-05-22,CAR003,Phoenix,Salt Lake City,West,2026-05-27,2026-05-27,664,1193.41,0,0,1
SHP00304,2026-05-29,CAR004,Scottsdale,Denver,Southwest,2026-05-31,2026-05-31,918,2035.15,0,0,1
SHP00305,2026-06-05,CAR005,Phoenix,Los Angeles,West,2026-06-08,2026-06-08,371,782.88,0,0,1
SHP00306,2026-06-12,CAR001,Tucson,Las Vegas,West,2026-06-16,2026-06-16,414,816.78,0,0,1
SHP00307,2026-06-19,CAR002,Phoenix,Dallas,Southwest,2026-06-24,2026-06-24,1065,2312.14,0,0,1
SHP00308,2026-06-26,CAR003,Phoenix,Salt Lake City,West,2026-06-28,2026-06-28,664,1403.77,0,0,1
SHP00309,2026-01-04,CAR004,Scottsdale,Denver,Southwest,2026-01-07,2026-01-07,918,2113.49,0,0,1
SHP00310,2026-01-11,CAR005,Phoenix,Los Angeles,West,2026-01-15,2026-01-15,371,730.65,0,0,1
SHP00311,2026-01-18,CAR001,Tucson,Las Vegas,West,2026-01-23,2026-01-23,414,842.14,0,0,1
SHP00312,2026-01-25,CAR002,Phoenix,Dallas,Southwest,2026-01-27,2026-01-27,1065,2474.86,0,0,1
SHP00313,2026-02-01,CAR003,Phoenix,Salt Lake City,West,2026-02-04,2026-02-04,664,1567.27,0,0,1
SHP00314,2026-02-08,CAR004,Scottsdale,Denver,Southwest,2026-02-12,2026-02-13,918,1619.52,0,0,0
SHP00315,2026-02-15,CAR005,Phoenix,Los Angeles,West,2026-02-20,2026-02-20,371,754.08,0,0,1
SHP00316,2026-02-22,CAR001,Tucson,Las Vegas,West,2026-02-24,2026-02-24,414,875.52,0,0,1
SHP00317,2026-03-01,CAR002,Phoenix,Dallas,Southwest,2026-03-04,2026-03-04,1065,2134.98,0,0,1
SHP00318,2026-03-08,CAR003,Phoenix,Salt Lake City,West,2026-03-12,2026-03-12,664,1520.06,0,0,1
SHP00319,2026-03-15,CAR004,Scottsdale,Denver,Southwest,2026-03-20,2026-03-20,918,2065.52,0,0,1
SHP00320,2026-03-22,CAR005,Phoenix,Los Angeles,West,2026-03-24,2026-03-24,371,828.84,0,0,1
SHP00321,2026-03-29,CAR001,Tucson,Las Vegas,West,2026-04-01,2026-04-02,414,727.57,0,0,0
SHP00322,2026-04-05,CAR002,Phoenix,Dallas,Southwest,2026-04-09,2026-04-09,1065,2397.92,0,0,1
SHP00323,2026-04-12,CAR003,Phoenix,Salt Lake City,West,2026-04-17,2026-04-17,664,1276.68,0,0,1
SHP00324,2026-04-19,CAR004,Scottsdale,Denver,Southwest,2026-04-21,2026-04-22,918,2020.56,0,0,0
SHP00325,2026-04-26,CAR005,Phoenix,Los Angeles,West,2026-04-29,2026-04-29,371,664.66,0,0,1
SHP00326,2026-05-03,CAR001,Tucson,Las Vegas,West,2026-05-07,2026-05-07,414,951.97,0,0,1
SHP00327,2026-05-10,CAR002,Phoenix,Dallas,Southwest,2026-05-15,2026-05-15,1065,2214.49,0,0,1
SHP00328,2026-05-17,CAR003,Phoenix,Salt Lake City,West,2026-05-19,2026-05-19,664,1229.81,0,0,1
SHP00329,2026-05-24,CAR004,Scottsdale,Denver,Southwest,2026-05-27,2026-05-27,918,1848.2,0,0,1
SHP00330,2026-05-31,CAR005,Phoenix,Los Angeles,West,2026-06-04,2026-06-04,371,731.26,0,0,1
SHP00331,2026-06-07,CAR001,Tucson,Las Vegas,West,2026-06-12,2026-06-12,414,812.7,0,0,1
SHP00332,2026-06-14,CAR002,Phoenix,Dallas,Southwest,2026-06-16,2026-06-16,1065,2372.81,0,1,1
SHP00333,2026-06-21,CAR003,Phoenix,Salt Lake City,West,2026-06-24,2026-06-24,664,1290.28,0,0,1
SHP00334,2026-06-28,CAR004,Scottsdale,Denver,Southwest,2026-07-02,2026-07-02,918,1704.99,0,0,1
SHP00335,2026-01-06,CAR005,Phoenix,Los Angeles,West,2026-01-11,2026-01-11,371,729.54,1,0,1
SHP00336,2026-01-13,CAR001,Tucson,Las Vegas,West,2026-01-15,2026-01-15,414,813.14,0,0,1
SHP00337,2026-01-20,CAR002,Phoenix,Dallas,Southwest,2026-01-23,2026-01-23,1065,2284.15,0,0,1
SHP00338,2026-01-27,CAR003,Phoenix,Salt Lake City,West,2026-01-31,2026-01-31,664,1361.39,0,0,1
SHP00339,2026-02-03,CAR004,Scottsdale,Denver,Southwest,2026-02-08,2026-02-08,918,2011.89,0,0,1
SHP00340,2026-02-10,CAR005,Phoenix,Los Angeles,West,2026-02-12,2026-02-12,371,657.59,0,0,1
SHP00341,2026-02-17,CAR001,Tucson,Las Vegas,West,2026-02-20,2026-02-20,414,874.67,0,0,1
SHP00342,2026-02-24,CAR002,Phoenix,Dallas,Southwest,2026-02-28,2026-02-28,1065,2420.88,0,0,1
SHP00343,2026-03-03,CAR003,Phoenix,Salt Lake City,West,2026-03-08,2026-03-08,664,1196.58,0,0,1
SHP00344,2026-03-10,CAR004,Scottsdale,Denver,Southwest,2026-03-12,2026-03-13,918,1867.04,0,0,0
SHP00345,2026-03-17,CAR005,Phoenix,Los Angeles,West,2026-03-20,2026-03-20,371,659.57,0,0,1
SHP00346,2026-03-24,CAR001,Tucson,Las Vegas,West,2026-03-28,2026-03-28,414,820.52,0,0,1
SHP00347,2026-03-31,CAR002,Phoenix,Dallas,Southwest,2026-04-05,2026-04-05,1065,2137.6,0,0,1
SHP00348,2026-04-07,CAR003,Phoenix,Salt Lake City,West,2026-04-09,2026-04-09,664,1465.49,0,0,1
SHP00349,2026-04-14,CAR004,Scottsdale,Denver,Southwest,2026-04-17,2026-04-17,918,2105.64,0,0,1
SHP00350,2026-04-21,CAR005,Phoenix,Los Angeles,West,2026-04-25,2026-04-25,371,765.06,0,0,1
SHP00351,2026-04-28,CAR001,Tucson,Las Vegas,West,2026-05-03,2026-05-03,414,892.58,0,0,1
SHP00352,2026-05-05,CAR002,Phoenix,Dallas,Southwest,2026-05-07,2026-05-07,1065,2197.52,0,0,1
SHP00353,2026-05-12,CAR003,Phoenix,Salt Lake City,West,2026-05-15,2026-05-15,664,1510.14,0,0,1
SHP00354,2026-05-19,CAR004,Scottsdale,Denver,Southwest,2026-05-23,2026-05-23,918,2042.1,0,0,1
SHP00355,2026-05-26,CAR005,Phoenix,Los Angeles,West,2026-05-31,2026-05-31,371,697.65,0,0,1
SHP00356,2026-06-02,CAR001,Tucson,Las Vegas,West,2026-06-04,2026-06-04,414,766.1,0,0,1
SHP00357,2026-06-09,CAR002,Phoenix,Dallas,Southwest,2026-06-12,2026-06-12,1065,2143.51,0,0,1
SHP00358,2026-06-16,CAR003,Phoenix,Salt Lake City,West,2026-06-20,2026-06-20,664,1586.98,0,0,1
SHP00359,2026-06-23,CAR004,Scottsdale,Denver,Southwest,2026-06-28,2026-06-28,918,2194.17,0,0,1
SHP00360,2026-01-01,CAR005,Phoenix,Los Angeles,West,2026-01-03,2026-01-03,371,782.88,0,0,1
SHP00361,2026-01-08,CAR001,Tucson,Las Vegas,West,2026-01-11,2026-01-11,414,862.29,0,0,1
SHP00362,2026-01-15,CAR002,Phoenix,Dallas,Southwest,2026-01-19,2026-01-19,1065,2349.93,0,0,1
SHP00363,2026-01-22,CAR003,Phoenix,Salt Lake City,West,2026-01-27,2026-01-27,664,1496.08,0,0,1
SHP00364,2026-01-29,CAR004,Scottsdale,Denver,Southwest,2026-01-31,2026-01-31,918,2098.27,0,0,1
SHP00365,2026-02-05,CAR005,Phoenix,Los Angeles,West,2026-02-08,2026-02-08,371,761.12,0,0,1
SHP00366,2026-02-12,CAR001,Tucson,Las Vegas,West,2026-02-16,2026-02-16,414,870.35,0,0,1
SHP00367,2026-02-19,CAR002,Phoenix,Dallas,Southwest,2026-02-24,2026-02-24,1065,2030.03,0,0,1
SHP00368,2026-02-26,CAR003,Phoenix,Salt Lake City,West,2026-02-28,2026-02-28,664,1450.1,0,0,1
SHP00369,2026-03-05,CAR004,Scottsdale,Denver,Southwest,2026-03-08,2026-03-08,918,1840.93,0,0,1
SHP00370,2026-03-12,CAR005,Phoenix,Los Angeles,West,2026-03-16,2026-03-16,371,835.75,0,0,1
SHP00371,2026-03-19,CAR001,Tucson,Las Vegas,West,2026-03-24,2026-03-24,414,826.03,0,0,1
SHP00372,2026-03-26,CAR002,Phoenix,Dallas,Southwest,2026-03-28,2026-03-28,1065,1896.0,0,0,1
SHP00373,2026-04-02,CAR003,Phoenix,Salt Lake City,West,2026-04-05,2026-04-05,664,1442.49,0,0,1
SHP00374,2026-04-09,CAR004,Scottsdale,Denver,Southwest,2026-04-13,2026-04-13,918,1609.67,0,0,1
SHP00375,2026-04-16,CAR005,Phoenix,Los Angeles,West,2026-04-21,2026-04-21,371,888.21,0,0,1
SHP00376,2026-04-23,CAR001,Tucson,Las Vegas,West,2026-04-25,2026-04-25,414,893.56,0,0,1
SHP00377,2026-04-30,CAR002,Phoenix,Dallas,Southwest,2026-05-03,2026-05-03,1065,1965.47,0,0,1
SHP00378,2026-05-07,CAR003,Phoenix,Salt Lake City,West,2026-05-11,2026-05-11,664,1475.49,0,0,1
SHP00379,2026-05-14,CAR004,Scottsdale,Denver,Southwest,2026-05-19,2026-05-19,918,1896.28,0,0,1
SHP00380,2026-05-21,CAR005,Phoenix,Los Angeles,West,2026-05-23,2026-05-23,371,812.15,0,0,1
SHP00381,2026-05-28,CAR001,Tucson,Las Vegas,West,2026-05-31,2026-05-31,414,914.62,0,0,1
SHP00382,2026-06-04,CAR002,Phoenix,Dallas,Southwest,2026-06-08,2026-06-08,1065,2137.76,0,0,1
SHP00383,2026-06-11,CAR003,Phoenix,Salt Lake City,West,2026-06-16,2026-06-16,664,1502.69,0,0,1
SHP00384,2026-06-18,CAR004,Scottsdale,Denver,Southwest,2026-06-20,2026-06-20,918,1984.79,0,0,1
SHP00385,2026-06-25,CAR005,Phoenix,Los Angeles,West,2026-06-28,2026-06-28,371,660.37,0,0,1
SHP00386,2026-01-03,CAR001,Tucson,Las Vegas,West,2026-01-07,2026-01-07,414,788.35,0,0,1
SHP00387,2026-01-10,CAR002,Phoenix,Dallas,Southwest,2026-01-15,2026-01-16,1065,1974.85,0,0,0
SHP00388,2026-01-17,CAR003,Phoenix,Salt Lake City,West,2026-01-19,2026-01-19,664,1471.15,0,0,1
SHP00389,2026-01-24,CAR004,Scottsdale,Denver,Southwest,2026-01-27,2026-01-27,918,1718.73,0,0,1
SHP00390,2026-01-31,CAR005,Phoenix,Los Angeles,West,2026-02-04,2026-02-05,371,770.63,0,0,0
SHP00391,2026-02-07,CAR001,Tucson,Las Vegas,West,2026-02-12,2026-02-12,414,888.1,0,0,1
SHP00392,2026-02-14,CAR002,Phoenix,Dallas,Southwest,2026-02-16,2026-02-16,1065,1964.13,0,0,1
SHP00393,2026-02-21,CAR003,Phoenix,Salt Lake City,West,2026-02-24,2026-02-24,664,1443.59,0,0,1
SHP00394,2026-02-28,CAR004,Scottsdale,Denver,Southwest,2026-03-04,2026-03-04,918,1985.72,0,0,1
SHP00395,2026-03-07,CAR005,Phoenix,Los Angeles,West,2026-03-12,2026-03-12,371,691.46,0,0,1
SHP00396,2026-03-14,CAR001,Tucson,Las Vegas,West,2026-03-16,2026-03-16,414,928.41,0,0,1
SHP00397,2026-03-21,CAR002,Phoenix,Dallas,Southwest,2026-03-24,2026-03-24,1065,2053.48,0,0,1
SHP00398,2026-03-28,CAR003,Phoenix,Salt Lake City,West,2026-04-01,2026-04-01,664,1417.29,0,0,1
SHP00399,2026-04-04,CAR004,Scottsdale,Denver,Southwest,2026-04-09,2026-04-09,918,1885.8,0,0,1
SHP00400,2026-04-11,CAR005,Phoenix,Los Angeles,West,2026-04-13,2026-04-13,371,777.1,0,0,1
SHP00401,2026-04-18,CAR001,Tucson,Las Vegas,West,2026-04-21,2026-04-21,414,899.85,0,0,1
SHP00402,2026-04-25,CAR002,Phoenix,Dallas,Southwest,2026-04-29,2026-04-29,1065,1875.43,1,0,1
SHP00403,2026-05-02,CAR003,Phoenix,Salt Lake City,West,2026-05-07,2026-05-07,664,1294.67,0,0,1
SHP00404,2026-05-09,CAR004,Scottsdale,Denver,Southwest,2026-05-11,2026-05-11,918,1662.23,0,0,1
SHP00405,2026-05-16,CAR005,Phoenix,Los Angeles,West,2026-05-19,2026-05-19,371,796.91,0,0,1
SHP00406,2026-05-23,CAR001,Tucson,Las Vegas,West,2026-05-27,2026-05-27,414,931.44,0,0,1
SHP00407,2026-05-30,CAR002,Phoenix,Dallas,Southwest,2026-06-04,2026-06-04,1065,2229.06,0,0,1
SHP00408,2026-06-06,CAR003,Phoenix,Salt Lake City,West,2026-06-08,2026-06-09,664,1515.19,0,0,0
SHP00409,2026-06-13,CAR004,Scottsdale,Denver,Southwest,2026-06-16,2026-06-16,918,1678.34,0,0,1
SHP00410,2026-06-20,CAR005,Phoenix,Los Angeles,West,2026-06-24,2026-06-24,371,765.61,0,0,1
SHP00411,2026-06-27,CAR001,Tucson,Las Vegas,West,2026-07-02,2026-07-02,414,827.49,0,0,1
SHP00412,2026-01-05,CAR002,Phoenix,Dallas,Southwest,2026-01-07,2026-01-07,1065,1892.54,0,0,1
SHP00413,2026-01-12,CAR003,Phoenix,Salt Lake City,West,2026-01-15,2026-01-15,664,1288.58,0,0,1
SHP00414,2026-01-19,CAR004,Scottsdale,Denver,Southwest,2026-01-23,2026-01-23,918,2135.48,0,0,1
SHP00415,2026-01-26,CAR005,Phoenix,Los Angeles,West,2026-01-31,2026-01-31,371,884.36,0,1,1
SHP00416,2026-02-02,CAR001,Tucson,Las Vegas,West,2026-02-04,2026-02-04,414,727.91,0,0,1
SHP00417,2026-02-09,CAR002,Phoenix,Dallas,Southwest,2026-02-12,2026-02-13,1065,2122.32,0,0,0
SHP00418,2026-02-16,CAR003,Phoenix,Salt Lake City,West,2026-02-20,2026-02-20,664,1389.7,0,0,1
SHP00419,2026-02-23,CAR004,Scottsdale,Denver,Southwest,2026-02-28,2026-02-28,918,2132.05,0,0,1
SHP00420,2026-03-02,CAR005,Phoenix,Los Angeles,West,2026-03-04,2026-03-04,371,846.27,0,0,1
SHP00421,2026-03-09,CAR001,Tucson,Las Vegas,West,2026-03-12,2026-03-12,414,883.76,0,0,1
SHP00422,2026-03-16,CAR002,Phoenix,Dallas,Southwest,2026-03-20,2026-03-20,1065,2488.76,0,0,1
SHP00423,2026-03-23,CAR003,Phoenix,Salt Lake City,West,2026-03-28,2026-03-28,664,1591.24,0,0,1
SHP00424,2026-03-30,CAR004,Scottsdale,Denver,Southwest,2026-04-01,2026-04-01,918,1643.93,0,0,1
SHP00425,2026-04-06,CAR005,Phoenix,Los Angeles,West,2026-04-09,2026-04-09,371,766.39,0,0,1
SHP00426,2026-04-13,CAR001,Tucson,Las Vegas,West,2026-04-17,2026-04-17,414,888.16,0,0,1
SHP00427,2026-04-20,CAR002,Phoenix,Dallas,Southwest,2026-04-25,2026-04-25,1065,1891.52,0,0,1
SHP00428,2026-04-27,CAR003,Phoenix,Salt Lake City,West,2026-04-29,2026-04-29,664,1321.64,0,0,1
SHP00429,2026-05-04,CAR004,Scottsdale,Denver,Southwest,2026-05-07,2026-05-07,918,2115.62,0,0,1
SHP00430,2026-05-11,CAR005,Phoenix,Los Angeles,West,2026-05-15,2026-05-15,371,738.29,0,0,1
SHP00431,2026-05-18,CAR001,Tucson,Las Vegas,West,2026-05-23,2026-05-23,414,787.6,0,0,1
SHP00432,2026-05-25,CAR002,Phoenix,Dallas,Southwest,2026-05-27,2026-05-27,1065,1937.72,0,0,1
SHP00433,2026-06-01,CAR003,Phoenix,Salt Lake City,West,2026-06-04,2026-06-04,664,1475.48,0,0,1
SHP00434,2026-06-08,CAR004,Scottsdale,Denver,Southwest,2026-06-12,2026-06-12,918,1942.03,0,0,1
SHP00435,2026-06-15,CAR005,Phoenix,Los Angeles,West,2026-06-20,2026-06-20,371,749.05,0,0,1
SHP00436,2026-06-22,CAR001,Tucson,Las Vegas,West,2026-06-24,2026-06-25,414,967.92,0,0,0
SHP00437,2026-06-29,CAR002,Phoenix,Dallas,Southwest,2026-07-02,2026-07-03,1065,2382.74,0,0,0
SHP00438,2026-01-07,CAR003,Phoenix,Salt Lake City,West,2026-01-11,2026-01-11,664,1237.43,0,0,1
SHP00439,2026-01-14,CAR004,Scottsdale,Denver,Southwest,2026-01-19,2026-01-19,918,1760.9,0,0,1
SHP00440,2026-01-21,CAR005,Phoenix,Los Angeles,West,2026-01-23,2026-01-23,371,794.97,0,0,1
SHP00441,2026-01-28,CAR001,Tucson,Las Vegas,West,2026-01-31,2026-02-01,414,827.04,0,0,0
SHP00442,2026-02-04,CAR002,Phoenix,Dallas,Southwest,2026-02-08,2026-02-08,1065,2051.89,0,0,1
SHP00443,2026-02-11,CAR003,Phoenix,Salt Lake City,West,2026-02-16,2026-02-16,664,1390.31,0,0,1
SHP00444,2026-02-18,CAR004,Scottsdale,Denver,Southwest,2026-02-20,2026-02-20,918,1881.97,0,0,1
SHP00445,2026-02-25,CAR005,Phoenix,Los Angeles,West,2026-02-28,2026-02-28,371,705.44,0,0,1
SHP00446,2026-03-04,CAR001,Tucson,Las Vegas,West,2026-03-08,2026-03-08,414,757.04,0,0,1
SHP00447,2026-03-11,CAR002,Phoenix,Dallas,Southwest,2026-03-16,2026-03-16,1065,2298.64,0,0,1
SHP00448,2026-03-18,CAR003,Phoenix,Salt Lake City,West,2026-03-20,2026-03-20,664,1322.1,0,0,1
SHP00449,2026-03-25,CAR004,Scottsdale,Denver,Southwest,2026-03-28,2026-03-28,918,1649.16,0,0,1
SHP00450,2026-04-01,CAR005,Phoenix,Los Angeles,West,2026-04-05,2026-04-05,371,660.89,0,0,1
SHP00451,2026-04-08,CAR001,Tucson,Las Vegas,West,2026-04-13,2026-04-13,414,973.8,0,0,1
SHP00452,2026-04-15,CAR002,Phoenix,Dallas,Southwest,2026-04-17,2026-04-17,1065,2093.94,0,0,1
SHP00453,2026-04-22,CAR003,Phoenix,Salt Lake City,West,2026-04-25,2026-04-25,664,1370.33,0,0,1
SHP00454,2026-04-29,CAR004,Scottsdale,Denver,Southwest,2026-05-03,2026-05-03,918,1719.65,0,0,1
SHP00455,2026-05-06,CAR005,Phoenix,Los Angeles,West,2026-05-11,2026-05-11,371,705.99,0,0,1
SHP00456,2026-05-13,CAR001,Tucson,Las Vegas,West,2026-05-15,2026-05-15,414,950.93,0,0,1
SHP00457,2026-05-20,CAR002,Phoenix,Dallas,Southwest,2026-05-23,2026-05-23,1065,2238.81,0,0,1
SHP00458,2026-05-27,CAR003,Phoenix,Salt Lake City,West,2026-05-31,2026-05-31,664,1231.14,0,0,1
SHP00459,2026-06-03,CAR004,Scottsdale,Denver,Southwest,2026-06-08,2026-06-09,918,1979.56,0,0,0
SHP00460,2026-06-10,CAR005,Phoenix,Los Angeles,West,2026-06-12,2026-06-12,371,683.45,0,0,1
